COMMENT: reward function gives -1 when staying at same distance or leaving goal, else it gives -0.5. This was wrongly implemented by me but see the result at bottom. average reward -100 -> agent is doing nothing all the time. Interesting!
HYPERPARAMS
n_neurons_hl1 = 32
n_neurons_hl2 = 32
discount = 0.99
learning_rate = 0.01
##################################################
EP	reward	steps	info
2565	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0827.
2566	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0333.
2567	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0844.
2568	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0773.
2569	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0906.
2570	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0741.
2571	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0630.
2572	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0623.
2573	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0919.
2574	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0636.
2575	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0417.
2576	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0770.
2577	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0439.
2578	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0895.
2579	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0746.
2580	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0586.
2581	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1095.
2582	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0945.
2583	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0643.
2584	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0701.
2585	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1030.
2586	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0728.
2587	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0697.
2588	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0465.
2589	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0418.
2590	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0757.
2591	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0575.
2592	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0840.
2593	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0770.
2594	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0536.
2595	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1129.
2596	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0919.
2597	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0830.
2598	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0753.
2599	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0947.
2600	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0505.
2601	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0707.
2602	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0539.
2603	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0881.
2604	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0496.
2605	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0998.
2606	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0199.
2607	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0815.
2608	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0736.
2609	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0704.
2610	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0826.
2611	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0824.
2612	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0374.
2613	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0833.
2614	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1094.
2615	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0797.
2616	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0451.
2617	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0862.
2618	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0895.
2619	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0445.
2620	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0808.
2621	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0785.
2622	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0364.
2623	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0450.
2624	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1079.
2625	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0687.
2626	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1053.
2627	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0566.
2628	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0746.
2629	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0952.
2630	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0188.
2631	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0375.
2632	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0622.
2633	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0974.
2634	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0603.
2635	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0239.
2636	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0903.
2637	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0664.
2638	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0475.
2639	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1001.
2640	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1088.
2641	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0563.
2642	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0796.
2643	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0875.
2644	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1039.
2645	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0550.
2646	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0939.
2647	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0255.
2648	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0398.
2649	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1037.
2650	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0951.
2651	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0532.
2652	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1067.
2653	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0699.
2654	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0908.
2655	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0794.
2656	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0915.
2657	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0360.
2658	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0725.
2659	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0336.
2660	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0615.
2661	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0531.
2662	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0843.
2663	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0777.
2664	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1029.
2665	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0861.
2666	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0690.
2667	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0210.
2668	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0495.
2669	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1034.
2670	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0888.
2671	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0342.
2672	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0718.
2673	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1121.
2674	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0749.
2675	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0569.
2676	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0467.
2677	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0447.
2678	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0769.
2679	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0689.
2680	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1120.
2681	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0489.
2682	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1146.
2683	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0740.
2684	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0562.
2685	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0673.
2686	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0722.
2687	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0760.
2688	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1030.
2689	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0498.
2690	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0682.
2691	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0263.
2692	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0649.
2693	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0818.
2694	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0857.
2695	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1030.
2696	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1087.
2697	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0746.
2698	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1002.
2699	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0872.
2700	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0474.
2701	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0679.
2702	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0441.
2703	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0810.
2704	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0353.
2705	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1081.
2706	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0846.
2707	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0282.
2708	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0530.
2709	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0739.
2710	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0740.
2711	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0832.
2712	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0557.
2713	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0247.
2714	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0866.
2715	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0885.
2716	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0956.
2717	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0649.
2718	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1036.
2719	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0695.
2720	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0433.
2721	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0586.
2722	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0796.
2723	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1022.
2724	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1141.
2725	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0301.
2726	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0221.
2727	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0739.
2728	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0590.
2729	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0870.
2730	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0805.
2731	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0972.
2732	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0552.
2733	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1095.
2734	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0847.
2735	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0893.
2736	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0449.
2737	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0539.
2738	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0368.
2739	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0835.
2740	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0738.
2741	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0830.
2742	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0711.
2743	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0912.
2744	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0923.
2745	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1049.
2746	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0212.
2747	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1010.
2748	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0453.
2749	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1123.
2750	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0797.
2751	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0851.
2752	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0849.
2753	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0589.
2754	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0802.
2755	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0264.
2756	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0498.
2757	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0618.
2758	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0284.
2759	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0561.
2760	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0816.
2761	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0919.
2762	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0893.
2763	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0932.
2764	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0514.
2765	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1038.
2766	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0456.
2767	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0802.
2768	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1083.
2769	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0589.
2770	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0592.
2771	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1144.
2772	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0632.
2773	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0240.
2774	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0662.
2775	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0914.
2776	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0642.
2777	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0889.
2778	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0474.
2779	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0384.
2780	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0179.
2781	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0524.
2782	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0474.
2783	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0248.
2784	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0495.
2785	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0215.
2786	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0541.
2787	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0625.
2788	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0537.
2789	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1049.
2790	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0936.
2791	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0683.
2792	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0269.
2793	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0575.
2794	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0529.
2795	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0432.
2796	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0913.
2797	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0814.
2798	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0627.
2799	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0309.
2800	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0759.
2801	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0860.
2802	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0353.
2803	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0847.
2804	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0829.
2805	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0923.
2806	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1025.
2807	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0825.
2808	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0735.
2809	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0255.
2810	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0523.
2811	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0457.
2812	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0396.
2813	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0347.
2814	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0728.
2815	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0221.
2816	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0322.
2817	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0865.
2818	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0741.
2819	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0965.
2820	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0616.
2821	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0362.
2822	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0857.
2823	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0894.
2824	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0763.
2825	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0231.
2826	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0520.
2827	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1001.
2828	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0782.
2829	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0412.
2830	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0848.
2831	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0617.
2832	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1013.
2833	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1139.
2834	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1093.
2835	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1076.
2836	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1053.
2837	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0765.
2838	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0648.
2839	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0185.
2840	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0542.
2841	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0872.
2842	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0786.
2843	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0819.
2844	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0875.
2845	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0816.
2846	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0849.
2847	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1091.
2848	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0667.
2849	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0943.
2850	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1042.
2851	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0567.
2852	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1164.
2853	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0289.
2854	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0318.
2855	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0892.
2856	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1154.
2857	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0767.
2858	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0628.
2859	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0538.
2860	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1103.
2861	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1028.
2862	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0515.
2863	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1056.
2864	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1018.
2865	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0666.
2866	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0548.
2867	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0671.
2868	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0955.
2869	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0915.
2870	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0155.
2871	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0915.
2872	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1063.
2873	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0564.
2874	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0351.
2875	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0618.
2876	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0860.
2877	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0217.
2878	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0662.
2879	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0333.
2880	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0529.
2881	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0733.
2882	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0531.
2883	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0928.
2884	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0703.
2885	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0598.
2886	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0504.
2887	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0722.
2888	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1065.
2889	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0486.
2890	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0494.
2891	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0709.
2892	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0899.
2893	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1163.
2894	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0957.
2895	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0329.
2896	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0767.
2897	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0896.
2898	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0984.
2899	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0887.
2900	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0909.
2901	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0927.
2902	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0983.
2903	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0338.
2904	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0666.
2905	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0422.
2906	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0455.
2907	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1027.
2908	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0801.
2909	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0803.
2910	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0365.
2911	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0987.
2912	-103.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0826.
2913	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0776.
2914	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0235.
2915	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0738.
2916	-103.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0609.
2917	-101.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0591.
2918	-102.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0792.
2919	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0402.
2920	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0490.
2921	-104.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0921.
2922	-103.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0862.
2923	-106.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1043.
2924	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0706.
2925	-106.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1153.
2926	-104.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1088.
2927	-101.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0293.
2928	-102.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0338.
