HYPERPARAMS
version: 12	h1_size: 1024	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	new_r	E[r]	steps	start_d	end_d	covered	goal
1509	-377.7	-376.0	-413.8	500	0.0838	0.0590	0.0248	0
1510	-359.8	-359.6	-413.8	500	0.0759	0.0478	0.0281	0
1511	-436.1	-423.9	-413.7	500	0.0525	0.0373	0.0152	0
1512	-488.3	-486.2	-413.8	500	0.0386	0.0358	0.0028	0
1513	-555.6	-557.3	-413.8	500	0.0379	0.0494	-0.0115	0
1514	-323.2	-320.0	-413.9	500	0.0959	0.0599	0.0360	0
1515	-447.1	-447.1	-413.8	500	0.0850	0.0744	0.0106	0
1516	-460.3	-460.3	-413.9	500	0.0618	0.0538	0.0079	0
1517	-511.2	-511.2	-413.9	500	0.0248	0.0270	-0.0022	0
1518	-293.8	-295.4	-414.0	500	0.0763	0.0354	0.0409	0
1519	-431.5	-430.4	-413.9	500	0.0887	0.0748	0.0139	0
1520	-408.7	-405.6	-413.9	500	0.0638	0.0449	0.0189	0
1521	-407.9	-407.9	-413.9	500	0.1062	0.0878	0.0184	0
1522	-379.5	-370.4	-413.9	500	0.1056	0.0797	0.0259	0
1523	-491.0	-491.0	-413.8	500	0.0468	0.0450	0.0018	0
1524	-429.5	nan	-413.9	500	0.1026	nan	nan	0
1525	nan	nan	nan	500	0.0855	nan	nan	0
1526	nan	nan	nan	500	0.0462	nan	nan	0
1527	nan	nan	nan	500	0.0879	nan	nan	0
1528	nan	nan	nan	500	0.0356	nan	nan	0
1529	nan	nan	nan	500	0.0663	nan	nan	0
1530	nan	nan	nan	500	0.0217	nan	nan	0
1531	nan	nan	nan	500	0.0443	nan	nan	0
1532	nan	nan	nan	500	0.0344	nan	nan	0
1533	nan	nan	nan	500	0.0605	nan	nan	0
1534	nan	nan	nan	500	0.0785	nan	nan	0
1535	nan	nan	nan	500	0.0889	nan	nan	0
1536	nan	nan	nan	500	0.0850	nan	nan	0
1537	nan	nan	nan	500	0.0783	nan	nan	0
1538	nan	nan	nan	500	0.0899	nan	nan	0
1539	nan	nan	nan	500	0.0850	nan	nan	0
1540	nan	nan	nan	500	0.0786	nan	nan	0
1541	nan	nan	nan	500	0.0670	nan	nan	0
1542	nan	nan	nan	500	0.0468	nan	nan	0
1543	nan	nan	nan	500	0.0857	nan	nan	0
1544	nan	nan	nan	500	0.1056	nan	nan	0
1545	nan	nan	nan	500	0.0844	nan	nan	0
1546	nan	nan	nan	500	0.1013	nan	nan	0
1547	nan	nan	nan	500	0.1055	nan	nan	0
1548	nan	nan	nan	500	0.0141	nan	nan	0
1549	nan	nan	nan	500	0.0838	nan	nan	0
1550	nan	nan	nan	500	0.0489	nan	nan	0
1551	nan	nan	nan	500	0.0207	nan	nan	0
1552	nan	nan	nan	500	0.0531	nan	nan	0
1553	nan	nan	nan	500	0.0571	nan	nan	0
1554	nan	nan	nan	500	0.1059	nan	nan	0
1555	nan	nan	nan	500	0.0346	nan	nan	0
1556	nan	nan	nan	500	0.1002	nan	nan	0
1557	nan	nan	nan	500	0.0264	nan	nan	0
1558	nan	nan	nan	500	0.0319	nan	nan	0
1559	nan	nan	nan	500	0.0555	nan	nan	0
1560	nan	nan	nan	500	0.0724	nan	nan	0
1561	nan	nan	nan	500	0.0593	nan	nan	0
1562	nan	nan	nan	500	0.0322	nan	nan	0
1563	nan	nan	nan	500	0.1030	nan	nan	0
1564	nan	nan	nan	500	0.0741	nan	nan	0
1565	nan	nan	nan	500	0.0685	nan	nan	0
1566	nan	nan	nan	500	0.0742	nan	nan	0
1567	nan	nan	nan	500	0.1047	nan	nan	0
1568	nan	nan	nan	500	0.1017	nan	nan	0
1569	nan	nan	nan	500	0.0750	nan	nan	0
1570	nan	nan	nan	500	0.0732	nan	nan	0
1571	nan	nan	nan	500	0.0623	nan	nan	0
1572	nan	nan	nan	500	0.1107	nan	nan	0
1573	nan	nan	nan	500	0.0850	nan	nan	0
1574	nan	nan	nan	500	0.0497	nan	nan	0
1575	nan	nan	nan	500	0.0469	nan	nan	0
1576	nan	nan	nan	500	0.0396	nan	nan	0
1577	nan	nan	nan	500	0.0442	nan	nan	0
1578	nan	nan	nan	500	0.0607	nan	nan	0
1579	nan	nan	nan	500	0.0699	nan	nan	0
1580	nan	nan	nan	500	0.0851	nan	nan	0
1581	nan	nan	nan	500	0.0830	nan	nan	0
1582	nan	nan	nan	500	0.0441	nan	nan	0
1583	nan	nan	nan	500	0.0730	nan	nan	0
1584	nan	nan	nan	500	0.1052	nan	nan	0
1585	nan	nan	nan	500	0.1101	nan	nan	0
1586	nan	nan	nan	500	0.0868	nan	nan	0
1587	nan	nan	nan	500	0.0730	nan	nan	0
1588	nan	nan	nan	500	0.0655	nan	nan	0
1589	nan	nan	nan	500	0.1070	nan	nan	0
1590	nan	nan	nan	500	0.0806	nan	nan	0
1591	nan	nan	nan	500	0.1033	nan	nan	0
1592	nan	nan	nan	500	0.0723	nan	nan	0
1593	nan	nan	nan	500	0.1024	nan	nan	0
1594	nan	nan	nan	500	0.1051	nan	nan	0
1595	nan	nan	nan	500	0.1042	nan	nan	0
1596	nan	nan	nan	500	0.0945	nan	nan	0
1597	nan	nan	nan	500	0.0539	nan	nan	0
1598	nan	nan	nan	500	0.0524	nan	nan	0
1599	nan	nan	nan	500	0.0296	nan	nan	0
1600	nan	nan	nan	500	0.0280	nan	nan	0
1601	nan	nan	nan	500	0.1162	nan	nan	0
1602	nan	nan	nan	500	0.0493	nan	nan	0
1603	nan	nan	nan	500	0.0668	nan	nan	0
1604	nan	nan	nan	500	0.0843	nan	nan	0
1605	nan	nan	nan	500	0.0768	nan	nan	0
1606	nan	nan	nan	500	0.0541	nan	nan	0
1607	nan	nan	nan	500	0.0521	nan	nan	0
1608	nan	nan	nan	500	0.0868	nan	nan	0
1609	nan	nan	nan	500	0.0951	nan	nan	0
1610	nan	nan	nan	500	0.0261	nan	nan	0
1611	nan	nan	nan	500	0.0704	nan	nan	0
1612	nan	nan	nan	500	0.0604	nan	nan	0
1613	nan	nan	nan	500	0.1068	nan	nan	0
1614	nan	nan	nan	500	0.0748	nan	nan	0
1615	nan	nan	nan	500	0.0845	nan	nan	0
1616	nan	nan	nan	500	0.0108	nan	nan	0
1617	nan	nan	nan	500	0.0333	nan	nan	0
1618	nan	nan	nan	500	0.0100	nan	nan	0
1619	nan	nan	nan	500	0.0846	nan	nan	0
1620	nan	nan	nan	500	0.0769	nan	nan	0
1621	nan	nan	nan	500	0.0985	nan	nan	0
1622	nan	nan	nan	500	0.0882	nan	nan	0
1623	nan	nan	nan	500	0.1098	nan	nan	0
1624	nan	nan	nan	500	0.1073	nan	nan	0
1625	nan	nan	nan	500	0.0530	nan	nan	0
1626	nan	nan	nan	500	0.0833	nan	nan	0
1627	nan	nan	nan	500	0.1040	nan	nan	0
1628	nan	nan	nan	500	0.0474	nan	nan	0
1629	nan	nan	nan	500	0.0987	nan	nan	0
1630	nan	nan	nan	500	0.0253	nan	nan	0
1631	nan	nan	nan	500	0.0412	nan	nan	0
1632	nan	nan	nan	500	0.1090	nan	nan	0
1633	nan	nan	nan	500	0.1016	nan	nan	0
1634	nan	nan	nan	500	0.0679	nan	nan	0
1635	nan	nan	nan	500	0.0909	nan	nan	0
1636	nan	nan	nan	500	0.0710	nan	nan	0
1637	nan	nan	nan	500	0.0959	nan	nan	0
1638	nan	nan	nan	500	0.0478	nan	nan	0
1639	nan	nan	nan	500	0.0885	nan	nan	0
1640	nan	nan	nan	500	0.0539	nan	nan	0
1641	nan	nan	nan	500	0.0186	nan	nan	0
1642	nan	nan	nan	500	0.0873	nan	nan	0
1643	nan	nan	nan	500	0.0585	nan	nan	0
1644	nan	nan	nan	500	0.0498	nan	nan	0
1645	nan	nan	nan	500	0.0940	nan	nan	0
1646	nan	nan	nan	500	0.0476	nan	nan	0
1647	nan	nan	nan	500	0.0783	nan	nan	0
1648	nan	nan	nan	500	0.0386	nan	nan	0
1649	nan	nan	nan	500	0.0329	nan	nan	0
1650	nan	nan	nan	500	0.0112	nan	nan	0
1651	nan	nan	nan	500	0.0278	nan	nan	0
1652	nan	nan	nan	500	0.0963	nan	nan	0
1653	nan	nan	nan	500	0.0426	nan	nan	0
1654	nan	nan	nan	500	0.0674	nan	nan	0
1655	nan	nan	nan	500	0.1050	nan	nan	0
1656	nan	nan	nan	500	0.0290	nan	nan	0
1657	nan	nan	nan	500	0.0391	nan	nan	0
1658	nan	nan	nan	500	0.0480	nan	nan	0
1659	nan	nan	nan	500	0.1028	nan	nan	0
1660	nan	nan	nan	500	0.1000	nan	nan	0
1661	nan	nan	nan	500	0.0463	nan	nan	0
1662	nan	nan	nan	500	0.0456	nan	nan	0
1663	nan	nan	nan	500	0.0849	nan	nan	0
1664	nan	nan	nan	500	0.1029	nan	nan	0
1665	nan	nan	nan	500	0.0676	nan	nan	0
1666	nan	nan	nan	500	0.0461	nan	nan	0
1667	nan	nan	nan	500	0.1052	nan	nan	0
1668	nan	nan	nan	500	0.0958	nan	nan	0
1669	nan	nan	nan	500	0.1016	nan	nan	0
1670	nan	nan	nan	500	0.1092	nan	nan	0
1671	nan	nan	nan	500	0.1094	nan	nan	0
1672	nan	nan	nan	500	0.0780	nan	nan	0
1673	nan	nan	nan	500	0.0090	nan	nan	0
1674	nan	nan	nan	500	0.1047	nan	nan	0
1675	nan	nan	nan	500	0.0992	nan	nan	0
1676	nan	nan	nan	500	0.0427	nan	nan	0
1677	nan	nan	nan	500	0.1124	nan	nan	0
1678	nan	nan	nan	500	0.0577	nan	nan	0
1679	nan	nan	nan	500	0.0870	nan	nan	0
1680	nan	nan	nan	500	0.1065	nan	nan	0
1681	nan	nan	nan	500	0.0759	nan	nan	0
1682	nan	nan	nan	500	0.0302	nan	nan	0
1683	nan	nan	nan	500	0.0966	nan	nan	0
1684	nan	nan	nan	500	0.1033	nan	nan	0
1685	nan	nan	nan	500	0.0946	nan	nan	0
1686	nan	nan	nan	500	0.0263	nan	nan	0
1687	nan	nan	nan	500	0.0797	nan	nan	0
1688	nan	nan	nan	500	0.0739	nan	nan	0
1689	nan	nan	nan	500	0.0884	nan	nan	0
1690	nan	nan	nan	500	0.0662	nan	nan	0
1691	nan	nan	nan	500	0.0627	nan	nan	0
1692	nan	nan	nan	500	0.0560	nan	nan	0
1693	nan	nan	nan	500	0.1035	nan	nan	0
1694	nan	nan	nan	500	0.0663	nan	nan	0
1695	nan	nan	nan	500	0.1065	nan	nan	0
1696	nan	nan	nan	500	0.1069	nan	nan	0
1697	nan	nan	nan	500	0.0604	nan	nan	0
1698	nan	nan	nan	500	0.0967	nan	nan	0
1699	nan	nan	nan	500	0.0682	nan	nan	0
1700	nan	nan	nan	500	0.1041	nan	nan	0
1701	nan	nan	nan	500	0.0690	nan	nan	0
1702	nan	nan	nan	500	0.0957	nan	nan	0
1703	nan	nan	nan	500	0.0761	nan	nan	0
1704	nan	nan	nan	500	0.0626	nan	nan	0
1705	nan	nan	nan	500	0.0589	nan	nan	0
1706	nan	nan	nan	500	0.1104	nan	nan	0
1707	nan	nan	nan	500	0.0631	nan	nan	0
1708	nan	nan	nan	500	0.0935	nan	nan	0
1709	nan	nan	nan	500	0.1026	nan	nan	0
1710	nan	nan	nan	500	0.0762	nan	nan	0
1711	nan	nan	nan	500	0.0442	nan	nan	0
1712	nan	nan	nan	500	0.1018	nan	nan	0
1713	nan	nan	nan	500	0.0792	nan	nan	0
1714	nan	nan	nan	500	0.0967	nan	nan	0
1715	nan	nan	nan	500	0.0933	nan	nan	0
1716	nan	nan	nan	500	0.0622	nan	nan	0
1717	nan	nan	nan	500	0.1056	nan	nan	0
1718	nan	nan	nan	500	0.0971	nan	nan	0
1719	nan	nan	nan	500	0.0958	nan	nan	0
1720	nan	nan	nan	500	0.0634	nan	nan	0
1721	nan	nan	nan	500	0.0156	nan	nan	0
1722	nan	nan	nan	500	0.0716	nan	nan	0
1723	nan	nan	nan	500	0.0775	nan	nan	0
1724	nan	nan	nan	500	0.0630	nan	nan	0
1725	nan	nan	nan	500	0.0522	nan	nan	0
1726	nan	nan	nan	500	0.1132	nan	nan	0
1727	nan	nan	nan	500	0.0256	nan	nan	0
1728	nan	nan	nan	500	0.0306	nan	nan	0
1729	nan	nan	nan	500	0.0434	nan	nan	0
1730	nan	nan	nan	500	0.0721	nan	nan	0
1731	nan	nan	nan	500	0.0675	nan	nan	0
1732	nan	nan	nan	500	0.0939	nan	nan	0
1733	nan	nan	nan	500	0.0340	nan	nan	0
1734	nan	nan	nan	500	0.0607	nan	nan	0
1735	nan	nan	nan	500	0.0474	nan	nan	0
1736	nan	nan	nan	500	0.0791	nan	nan	0
1737	nan	nan	nan	500	0.0816	nan	nan	0
1738	nan	nan	nan	500	0.1047	nan	nan	0
1739	nan	nan	nan	500	0.0649	nan	nan	0
1740	nan	nan	nan	500	0.0185	nan	nan	0
1741	nan	nan	nan	500	0.0705	nan	nan	0
1742	nan	nan	nan	500	0.1087	nan	nan	0
1743	nan	nan	nan	500	0.1116	nan	nan	0
1744	nan	nan	nan	500	0.1021	nan	nan	0
1745	nan	nan	nan	500	0.0456	nan	nan	0
1746	nan	nan	nan	500	0.0971	nan	nan	0
1747	nan	nan	nan	500	0.0479	nan	nan	0
1748	nan	nan	nan	500	0.0773	nan	nan	0
1749	nan	nan	nan	500	0.0489	nan	nan	0
1750	nan	nan	nan	500	0.0209	nan	nan	0
1751	nan	nan	nan	500	0.0332	nan	nan	0
1752	nan	nan	nan	500	0.0277	nan	nan	0
1753	nan	nan	nan	500	0.0886	nan	nan	0
1754	nan	nan	nan	500	0.0752	nan	nan	0
1755	nan	nan	nan	500	0.0224	nan	nan	0
1756	nan	nan	nan	500	0.0704	nan	nan	0
1757	nan	nan	nan	500	0.0572	nan	nan	0
1758	nan	nan	nan	500	0.0717	nan	nan	0
1759	nan	nan	nan	500	0.0398	nan	nan	0
1760	nan	nan	nan	500	0.0737	nan	nan	0
1761	nan	nan	nan	500	0.1149	nan	nan	0
1762	nan	nan	nan	500	0.0304	nan	nan	0
1763	nan	nan	nan	500	0.0984	nan	nan	0
1764	nan	nan	nan	500	0.0391	nan	nan	0
1765	nan	nan	nan	500	0.0182	nan	nan	0
1766	nan	nan	nan	500	0.0647	nan	nan	0
1767	nan	nan	nan	500	0.0649	nan	nan	0
1768	nan	nan	nan	500	0.0095	nan	nan	0
1769	nan	nan	nan	500	0.0763	nan	nan	0
1770	nan	nan	nan	500	0.0887	nan	nan	0
1771	nan	nan	nan	500	0.0817	nan	nan	0
1772	nan	nan	nan	500	0.0921	nan	nan	0
1773	nan	nan	nan	500	0.0403	nan	nan	0
1774	nan	nan	nan	500	0.0852	nan	nan	0
1775	nan	nan	nan	500	0.0707	nan	nan	0
1776	nan	nan	nan	500	0.0684	nan	nan	0
1777	nan	nan	nan	500	0.0986	nan	nan	0
1778	nan	nan	nan	500	0.0786	nan	nan	0
1779	nan	nan	nan	500	0.0952	nan	nan	0
1780	nan	nan	nan	500	0.0213	nan	nan	0
1781	nan	nan	nan	500	0.0901	nan	nan	0
1782	nan	nan	nan	500	0.0943	nan	nan	0
1783	nan	nan	nan	500	0.0560	nan	nan	0
1784	nan	nan	nan	500	0.0943	nan	nan	0
1785	nan	nan	nan	500	0.0892	nan	nan	0
1786	nan	nan	nan	500	0.0666	nan	nan	0
1787	nan	nan	nan	500	0.0957	nan	nan	0
1788	nan	nan	nan	500	0.0631	nan	nan	0
1789	nan	nan	nan	500	0.0820	nan	nan	0
1790	nan	nan	nan	500	0.1048	nan	nan	0
1791	nan	nan	nan	500	0.1070	nan	nan	0
1792	nan	nan	nan	500	0.0569	nan	nan	0
1793	nan	nan	nan	500	0.0856	nan	nan	0
1794	nan	nan	nan	500	0.0969	nan	nan	0
1795	nan	nan	nan	500	0.0332	nan	nan	0
1796	nan	nan	nan	500	0.0855	nan	nan	0
1797	nan	nan	nan	500	0.0958	nan	nan	0
1798	nan	nan	nan	500	0.0623	nan	nan	0
1799	nan	nan	nan	500	0.0296	nan	nan	0
1800	nan	nan	nan	500	0.0717	nan	nan	0
1801	nan	nan	nan	500	0.0531	nan	nan	0
1802	nan	nan	nan	500	0.0643	nan	nan	0
1803	nan	nan	nan	500	0.0477	nan	nan	0
1804	nan	nan	nan	500	0.0427	nan	nan	0
1805	nan	nan	nan	500	0.0922	nan	nan	0
1806	nan	nan	nan	500	0.0887	nan	nan	0
1807	nan	nan	nan	500	0.0939	nan	nan	0
1808	nan	nan	nan	500	0.1180	nan	nan	0
1809	nan	nan	nan	500	0.1088	nan	nan	0
1810	nan	nan	nan	500	0.0734	nan	nan	0
1811	nan	nan	nan	500	0.0944	nan	nan	0
1812	nan	nan	nan	500	0.1032	nan	nan	0
1813	nan	nan	nan	500	0.0824	nan	nan	0
1814	nan	nan	nan	500	0.0738	nan	nan	0
1815	nan	nan	nan	500	0.0725	nan	nan	0
1816	nan	nan	nan	500	0.0956	nan	nan	0
1817	nan	nan	nan	500	0.0242	nan	nan	0
1818	nan	nan	nan	500	0.1161	nan	nan	0
1819	nan	nan	nan	500	0.0970	nan	nan	0
1820	nan	nan	nan	500	0.0147	nan	nan	0
1821	nan	nan	nan	500	0.0747	nan	nan	0
1822	nan	nan	nan	500	0.0482	nan	nan	0
1823	nan	nan	nan	500	0.0819	nan	nan	0
1824	nan	nan	nan	500	0.0781	nan	nan	0
1825	nan	nan	nan	500	0.0555	nan	nan	0
1826	nan	nan	nan	500	0.0779	nan	nan	0
1827	nan	nan	nan	500	0.0743	nan	nan	0
1828	nan	nan	nan	500	0.0996	nan	nan	0
1829	nan	nan	nan	500	0.0989	nan	nan	0
1830	nan	nan	nan	500	0.0525	nan	nan	0
1831	nan	nan	nan	500	0.0883	nan	nan	0
1832	nan	nan	nan	500	0.0176	nan	nan	0
1833	nan	nan	nan	500	0.0536	nan	nan	0
1834	nan	nan	nan	500	0.0795	nan	nan	0
1835	nan	nan	nan	500	0.0832	nan	nan	0
1836	nan	nan	nan	500	0.0524	nan	nan	0
1837	nan	nan	nan	500	0.0533	nan	nan	0
1838	nan	nan	nan	500	0.1001	nan	nan	0
1839	nan	nan	nan	500	0.0342	nan	nan	0
1840	nan	nan	nan	500	0.0938	nan	nan	0
1841	nan	nan	nan	500	0.0914	nan	nan	0
1842	nan	nan	nan	500	0.0338	nan	nan	0
1843	nan	nan	nan	500	0.0441	nan	nan	0
1844	nan	nan	nan	500	0.0331	nan	nan	0
1845	nan	nan	nan	500	0.0376	nan	nan	0
1846	nan	nan	nan	500	0.0887	nan	nan	0
1847	nan	nan	nan	500	0.0379	nan	nan	0
1848	nan	nan	nan	500	0.0682	nan	nan	0
1849	nan	nan	nan	500	0.0790	nan	nan	0
1850	nan	nan	nan	500	0.0329	nan	nan	0
1851	nan	nan	nan	500	0.0102	nan	nan	0
1852	nan	nan	nan	500	0.0959	nan	nan	0
1853	nan	nan	nan	500	0.0232	nan	nan	0
1854	nan	nan	nan	500	0.1053	nan	nan	0
1855	nan	nan	nan	500	0.0726	nan	nan	0
1856	nan	nan	nan	500	0.0963	nan	nan	0
1857	nan	nan	nan	500	0.0672	nan	nan	0
1858	nan	nan	nan	500	0.0515	nan	nan	0
1859	nan	nan	nan	500	0.0607	nan	nan	0
1860	nan	nan	nan	500	0.0728	nan	nan	0
1861	nan	nan	nan	500	0.0854	nan	nan	0
1862	nan	nan	nan	500	0.0816	nan	nan	0
1863	nan	nan	nan	500	0.1038	nan	nan	0
1864	nan	nan	nan	500	0.0801	nan	nan	0
1865	nan	nan	nan	500	0.0526	nan	nan	0
1866	nan	nan	nan	500	0.0747	nan	nan	0
1867	nan	nan	nan	500	0.0260	nan	nan	0
1868	nan	nan	nan	500	0.0967	nan	nan	0
1869	nan	nan	nan	500	0.0412	nan	nan	0
1870	nan	nan	nan	500	0.0583	nan	nan	0
1871	nan	nan	nan	500	0.0811	nan	nan	0
1872	nan	nan	nan	500	0.0415	nan	nan	0
1873	nan	nan	nan	500	0.1028	nan	nan	0
1874	nan	nan	nan	500	0.0233	nan	nan	0
1875	nan	nan	nan	500	0.0914	nan	nan	0
1876	nan	nan	nan	500	0.0836	nan	nan	0
1877	nan	nan	nan	500	0.0636	nan	nan	0
1878	nan	nan	nan	500	0.1090	nan	nan	0
