HYPERPARAMS
version: 12	h1_size: 1024	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	new_r	E[r]	steps	start_d	end_d	covered	goal
756	-446.2	-446.2	-418.1	500	0.0853	0.0745	0.0108	0
757	-373.1	-356.2	-418.1	500	0.0537	0.0249	0.0288	0
758	513.1	-74.3	-418.0	500	0.0961	0.0109	0.0851	0
759	-435.5	-435.5	-417.6	500	0.0849	0.0720	0.0129	0
760	-234.3	-238.9	-417.6	500	0.0685	0.0163	0.0522	0
761	-415.2	-413.7	-417.4	500	0.0702	0.0530	0.0173	0
762	-471.0	-471.0	-417.4	500	0.0812	0.0754	0.0058	0
763	-437.1	-437.1	-417.4	500	0.0960	0.0834	0.0126	0
764	-486.7	-480.7	-417.5	500	0.0511	0.0472	0.0039	0
765	-312.7	-312.7	-417.5	500	0.0812	0.0437	0.0375	0
766	-476.7	-476.7	-417.4	500	0.0300	0.0254	0.0047	0
767	-459.6	-459.6	-417.5	500	0.0702	0.0621	0.0081	0
768	-460.7	-460.7	-417.5	500	0.0526	0.0447	0.0079	0
769	-550.9	-550.9	-417.6	500	0.0422	0.0524	-0.0102	0
770	-83.0	-29.2	-417.8	500	0.1103	0.0161	0.0942	0
771	-436.9	-436.9	-417.3	500	0.0704	0.0578	0.0126	0
772	-453.0	-455.2	-417.3	500	0.0507	0.0418	0.0090	0
773	-517.4	-517.4	-417.3	500	0.0350	0.0385	-0.0035	0
774	-281.8	-284.0	-417.5	500	0.0850	0.0418	0.0432	0
775	-466.9	-466.9	-417.3	500	0.0592	0.0525	0.0066	0
776	-453.3	-434.8	-417.4	500	0.1003	0.0873	0.0130	0
777	-385.0	-380.9	-417.4	500	0.0475	0.0237	0.0238	0
778	-512.1	-512.1	-417.3	500	0.0492	0.0517	-0.0024	0
779	-538.6	-546.5	-417.5	500	0.0155	0.0248	-0.0093	0
780	-189.1	-135.3	-417.6	500	0.0783	0.0054	0.0729	0
781	-446.6	-446.6	-417.3	500	0.0843	0.0736	0.0107	0
782	-458.0	-461.6	-417.3	500	0.0463	0.0387	0.0077	0
783	-479.6	-479.6	-417.4	500	0.0513	0.0472	0.0041	0
784	-516.7	-516.7	-417.4	500	0.0446	0.0479	-0.0033	0
785	-454.7	-454.7	-417.6	500	0.0708	0.0617	0.0091	0
786	-449.7	-449.7	-417.6	500	0.0673	0.0573	0.0101	0
787	-465.1	-465.1	-417.6	500	0.0662	0.0592	0.0070	0
788	-556.0	-556.0	-417.7	500	0.0348	0.0460	-0.0112	0
789	-459.3	-459.3	-417.9	500	0.0805	0.0724	0.0081	0
790	-183.5	-185.8	-417.9	500	0.0839	0.0211	0.0628	0
791	-536.9	-536.9	-417.6	500	0.0293	0.0367	-0.0074	0
792	-445.8	-445.8	-417.8	500	0.0678	0.0570	0.0108	0
793	-463.8	-467.1	-417.8	500	0.0515	0.0449	0.0066	0
794	-191.4	-159.1	-417.9	500	0.0899	0.0217	0.0682	0
795	-71.7	-57.1	-417.6	500	0.1061	0.0175	0.0886	0
796	-346.5	-327.7	-417.1	500	0.0601	0.0256	0.0345	0
797	-251.6	-259.4	-417.0	500	0.0789	0.0308	0.0481	0
798	-476.7	-476.7	-416.8	500	0.0698	0.0651	0.0047	0
799	-440.7	-440.7	-416.9	500	0.0792	0.0673	0.0119	0
800	-443.3	-443.3	-416.9	500	0.0968	0.0855	0.0113	0
801	-669.1	-377.4	-416.9	500	0.1046	0.0801	0.0245	0
802	-324.7	-331.5	-416.9	500	0.0646	0.0308	0.0337	0
803	-468.4	-467.5	-416.8	500	0.0270	0.0205	0.0065	0
804	-345.2	-331.5	-416.8	500	0.1101	0.0764	0.0337	0
805	-472.9	-472.9	-416.7	500	0.0643	0.0589	0.0054	0
806	-448.7	-448.7	-416.8	500	0.0636	0.0533	0.0103	0
807	-415.2	-415.2	-416.8	500	0.1057	0.0887	0.0170	0
808	-551.7	-551.7	-416.8	500	0.0421	0.0525	-0.0103	0
809	-312.6	-299.0	-417.0	500	0.0544	0.0142	0.0402	0
810	-454.9	-454.9	-416.9	500	0.0629	0.0539	0.0090	0
811	-474.9	-474.9	-416.9	500	0.0246	0.0196	0.0050	0
812	-483.8	-483.8	-417.0	500	0.0595	0.0563	0.0032	0
813	-379.7	-381.0	-417.1	500	0.0797	0.0559	0.0238	0
814	-466.6	-466.6	-417.0	500	0.0667	0.0600	0.0067	0
815	-298.9	-299.8	-417.1	500	0.0788	0.0388	0.0400	0
816	-515.1	-515.1	-416.9	500	0.0296	0.0326	-0.0030	0
817	-475.5	-475.5	-417.1	500	0.0711	0.0662	0.0049	0
818	-126.0	-72.1	-417.1	500	0.1089	0.0234	0.0856	0
819	-93.4	-98.8	-416.7	500	0.0957	0.0155	0.0802	0
820	-447.2	-447.2	-416.3	500	0.0739	0.0633	0.0106	0
821	-479.5	-479.5	-416.4	500	0.0548	0.0507	0.0041	0
822	-104.7	-113.4	-416.4	500	0.0931	0.0157	0.0773	0
823	-445.7	-445.7	-416.1	500	0.0624	0.0516	0.0109	0
824	-322.5	-293.9	-416.1	500	0.0644	0.0232	0.0412	0
825	-508.4	-477.2	-416.0	500	0.0387	0.0341	0.0046	0
826	-572.9	-566.6	-416.0	500	0.0301	0.0434	-0.0133	0
827	-454.7	-414.6	-416.2	500	0.0442	0.0271	0.0171	0
828	-533.8	-533.1	-416.2	500	0.0373	0.0439	-0.0066	0
829	-343.1	-318.3	-416.4	500	0.0753	0.0390	0.0363	0
830	-422.8	-430.2	-416.2	500	0.0400	0.0261	0.0140	0
831	-430.9	-430.9	-416.3	500	0.0787	0.0648	0.0138	0
832	-498.2	-498.2	-416.3	500	0.0373	0.0370	0.0004	0
833	-309.1	-309.6	-416.4	500	0.0741	0.0360	0.0381	0
834	-438.6	-438.6	-416.2	500	0.0701	0.0578	0.0123	0
835	-440.3	-437.5	-416.3	500	0.0833	0.0708	0.0125	0
836	-258.6	-265.8	-416.3	500	0.0719	0.0251	0.0468	0
837	-215.5	-206.3	-416.1	500	0.1023	0.0436	0.0587	0
838	-446.2	-446.2	-415.9	500	0.0759	0.0652	0.0108	0
839	-456.0	-456.0	-415.9	500	0.0725	0.0637	0.0088	0
840	-406.9	-394.3	-415.9	500	0.0361	0.0149	0.0211	0
841	-403.5	-406.1	-415.9	500	0.0654	0.0466	0.0188	0
842	-421.5	-421.5	-415.9	500	0.1030	0.0873	0.0157	0
843	-243.7	-244.8	-415.9	500	0.1027	0.0517	0.0510	0
844	-442.6	-442.6	-415.7	500	0.0927	0.0812	0.0115	0
845	-459.9	-459.9	-415.7	500	0.0496	0.0416	0.0080	0
846	-451.9	-451.9	-415.8	500	0.0798	0.0702	0.0096	0
847	-416.4	-416.4	-415.8	500	0.1053	0.0886	0.0167	0
848	-451.4	-422.5	-415.8	500	0.0984	0.0829	0.0155	0
849	-380.9	-375.6	-415.8	500	0.1083	0.0834	0.0249	0
850	-444.3	-426.8	-415.8	500	0.0843	0.0697	0.0146	0
851	-312.9	-312.1	-415.8	500	0.0995	0.0619	0.0376	0
852	-427.1	-427.1	-415.7	500	0.0850	0.0705	0.0146	0
853	-306.6	-301.0	-415.7	500	0.0651	0.0253	0.0398	0
854	-456.5	-456.5	-415.6	500	0.0433	0.0346	0.0087	0
855	-428.1	-428.1	-415.6	500	0.0982	0.0838	0.0144	0
856	-492.3	-492.3	-415.6	500	0.0596	0.0581	0.0015	0
857	-606.1	-606.1	-415.7	500	0.0263	0.0475	-0.0212	0
858	-165.2	-148.5	-415.9	500	0.0975	0.0272	0.0703	0
859	-382.1	-388.9	-415.6	500	0.0488	0.0265	0.0222	0
860	-481.0	-481.0	-415.6	500	0.0371	0.0333	0.0038	0
861	-438.1	-438.1	-415.7	500	0.0873	0.0749	0.0124	0
862	-365.7	-367.4	-415.7	500	0.0774	0.0508	0.0265	0
863	-458.5	-458.5	-415.6	500	0.0701	0.0619	0.0083	0
864	-454.5	-454.5	-415.7	500	0.0854	0.0763	0.0091	0
865	-477.3	-477.3	-415.7	500	0.0647	0.0602	0.0045	0
866	-511.3	-511.3	-415.8	500	0.0415	0.0438	-0.0023	0
867	-439.3	-439.3	-415.9	500	0.0889	0.0767	0.0121	0
868	-429.0	-429.0	-415.9	500	0.0947	0.0805	0.0142	0
869	-417.7	-417.7	-416.0	500	0.1096	0.0932	0.0165	0
870	-468.6	-423.5	-416.0	500	0.0330	0.0177	0.0153	0
871	-201.8	-203.0	-416.0	500	0.1016	0.0422	0.0594	0
872	-441.3	-441.3	-415.7	500	0.0863	0.0746	0.0117	0
873	-369.1	-369.8	-415.8	500	0.0408	0.0148	0.0260	0
874	-567.4	-567.4	-415.7	500	0.0284	0.0418	-0.0135	0
875	-508.1	-521.2	-415.9	500	0.0197	0.0239	-0.0042	0
876	-508.2	-483.4	-416.0	500	0.0168	0.0134	0.0033	0
877	-199.8	-185.9	-416.1	500	0.0909	0.0280	0.0628	0
878	-447.4	-447.4	-415.8	500	0.0791	0.0685	0.0105	0
879	-520.9	-520.9	-415.9	500	0.0325	0.0366	-0.0042	0
880	-453.4	-453.4	-416.0	500	0.0485	0.0392	0.0093	0
881	-479.5	-479.5	-416.0	500	0.0471	0.0430	0.0041	0
882	-63.0	-65.6	-416.1	500	0.1057	0.0188	0.0869	0
883	-511.0	-511.0	-415.7	500	0.0471	0.0493	-0.0022	0
884	-439.5	-439.5	-415.8	500	0.0866	0.0745	0.0121	0
885	-425.3	-426.3	-415.8	500	0.0422	0.0275	0.0147	0
886	-347.1	-363.8	-415.8	500	0.0389	0.0117	0.0272	0
887	-525.9	-525.9	-415.8	500	0.0116	0.0168	-0.0052	0
888	-464.1	-450.0	-415.9	500	0.0558	0.0458	0.0100	0
889	-362.2	-365.8	-415.9	500	0.0418	0.0150	0.0268	0
890	-465.3	-465.3	-415.9	500	0.0765	0.0696	0.0069	0
891	-460.6	-460.6	-415.9	500	0.0632	0.0553	0.0079	0
892	-442.8	-443.1	-416.0	500	0.0601	0.0487	0.0114	0
893	-524.7	-524.7	-416.0	500	0.0433	0.0483	-0.0049	0
894	-429.7	-430.7	-416.1	500	0.0601	0.0462	0.0139	0
895	-428.6	-427.1	-416.2	500	0.0723	0.0577	0.0146	0
896	-456.3	-456.3	-416.2	500	0.0882	0.0795	0.0087	0
897	-400.4	-400.4	-416.2	500	0.1127	0.0928	0.0199	0
898	-443.8	-443.8	-416.2	500	0.0837	0.0725	0.0112	0
899	-413.0	-413.0	-416.2	500	0.1087	0.0913	0.0174	0
900	-467.2	-472.1	-416.2	500	0.0741	0.0686	0.0056	0
901	-193.4	-180.8	-416.3	500	0.0908	0.0270	0.0638	0
902	-374.8	-361.2	-416.0	500	0.0578	0.0300	0.0278	0
903	-414.5	-414.5	-416.0	500	0.1094	0.0923	0.0171	0
904	-451.5	-451.5	-416.0	500	0.0842	0.0745	0.0097	0
905	-400.7	-400.7	-416.0	500	0.1142	0.0944	0.0199	0
906	-416.6	-416.6	-416.0	500	0.1022	0.0855	0.0167	0
907	-431.1	-431.1	-416.0	500	0.0778	0.0640	0.0138	0
908	-454.0	-454.0	-416.0	500	0.0234	0.0142	0.0092	0
909	-124.4	-122.8	-416.0	500	0.0975	0.0221	0.0754	0
910	-167.5	-166.9	-415.7	500	0.0878	0.0212	0.0666	0
911	-425.1	-425.1	-415.4	500	0.0975	0.0825	0.0150	0
912	-335.8	-336.1	-415.5	500	0.0808	0.0480	0.0328	0
913	-470.6	-470.6	-415.4	500	0.0662	0.0603	0.0059	0
914	-430.6	-430.6	-415.4	500	0.0964	0.0826	0.0139	0
915	-409.4	-409.4	-415.4	500	0.1162	0.0981	0.0181	0
916	-109.0	-109.0	-415.4	500	0.1064	0.0282	0.0782	0
917	-284.7	-273.9	-415.1	500	0.1056	0.0604	0.0452	0
918	-488.6	-488.6	-415.0	500	0.0268	0.0245	0.0023	0
919	-536.1	-536.1	-415.0	500	0.0433	0.0505	-0.0072	0
920	-415.2	-402.4	-415.2	500	0.0557	0.0361	0.0195	0
921	-321.2	-324.9	-415.2	500	0.0660	0.0309	0.0350	0
922	-462.4	-462.4	-415.1	500	0.0754	0.0679	0.0075	0
923	-381.0	-380.9	-415.1	500	0.0400	0.0162	0.0238	0
924	-276.5	-266.3	-415.1	500	0.0702	0.0235	0.0467	0
925	-432.5	-432.5	-414.9	500	0.0958	0.0823	0.0135	0
926	-609.6	-609.6	-414.9	500	0.0193	0.0412	-0.0219	0
927	-476.2	-473.0	-415.1	500	0.0269	0.0215	0.0054	0
928	-330.4	-329.6	-415.2	500	0.0522	0.0181	0.0341	0
929	-472.8	-472.8	-415.1	500	0.0613	0.0558	0.0054	0
930	-472.0	-472.0	-415.2	500	0.0453	0.0397	0.0056	0
931	-506.3	-506.3	-415.2	500	0.0489	0.0502	-0.0013	0
932	-359.2	-357.5	-415.3	500	0.0619	0.0334	0.0285	0
933	-427.6	-427.6	-415.3	500	0.0878	0.0734	0.0145	0
934	-460.3	-460.3	-415.3	500	0.0749	0.0669	0.0079	0
935	-445.8	-445.8	-415.3	500	0.0893	0.0785	0.0108	0
936	-329.4	-318.1	-415.4	500	0.1076	0.0712	0.0364	0
937	-383.1	-380.8	-415.3	500	0.0761	0.0522	0.0238	0
938	-412.7	-412.9	-415.2	500	0.0827	0.0653	0.0174	0
939	-424.1	-424.1	-415.2	500	0.0990	0.0838	0.0152	0
940	-493.0	-493.0	-415.2	500	0.0645	0.0631	0.0014	0
941	-457.6	-465.2	-415.3	500	0.0317	0.0248	0.0070	0
942	-463.5	-464.4	-415.4	500	0.0436	0.0364	0.0071	0
943	-517.5	-529.5	-415.4	500	0.0123	0.0182	-0.0059	0
944	-459.0	-459.0	-415.5	500	0.0637	0.0555	0.0082	0
945	-377.5	-377.4	-415.6	500	0.0555	0.0310	0.0245	0
946	-220.8	-220.0	-415.5	500	0.0660	0.0101	0.0560	0
947	-464.5	-464.5	-415.3	500	0.0802	0.0731	0.0071	0
948	-415.0	-415.0	-415.4	500	0.1070	0.0900	0.0170	0
949	-302.2	-298.7	-415.4	500	0.1044	0.0641	0.0403	0
950	-469.3	-463.2	-415.3	500	0.0605	0.0532	0.0074	0
951	-495.3	-495.3	-415.3	500	0.0614	0.0605	0.0009	0
952	-369.3	-375.0	-415.4	500	0.0483	0.0233	0.0250	0
953	-543.4	-541.2	-415.4	500	0.0334	0.0416	-0.0082	0
954	-432.3	-432.3	-415.5	500	0.0885	0.0750	0.0135	0
955	-455.8	-455.8	-415.5	500	0.0612	0.0523	0.0088	0
956	-381.0	-355.3	-415.5	500	0.0726	0.0437	0.0289	0
957	-423.0	-420.6	-415.5	500	0.0669	0.0510	0.0159	0
958	-600.0	-600.0	-415.5	500	0.0219	0.0419	-0.0200	0
959	-478.4	-478.4	-415.7	500	0.0531	0.0488	0.0043	0
960	-425.8	-427.1	-415.7	500	0.0287	0.0141	0.0146	0
961	-439.1	-436.5	-415.8	500	0.0758	0.0631	0.0127	0
962	-299.4	-301.4	-415.8	500	0.0856	0.0458	0.0397	0
963	-432.8	-427.0	-415.7	500	0.0577	0.0431	0.0146	0
964	-415.6	-414.9	-415.7	500	0.1002	0.0832	0.0170	0
965	-439.9	-439.9	-415.7	500	0.0912	0.0792	0.0120	0
966	-433.3	-433.3	-415.7	500	0.0974	0.0841	0.0133	0
967	-454.3	-454.4	-415.7	500	0.0541	0.0449	0.0091	0
968	-429.9	-429.9	-415.8	500	0.0877	0.0737	0.0140	0
969	-422.4	-422.4	-415.8	500	0.1007	0.0851	0.0155	0
970	-419.5	-419.5	-415.8	500	0.1020	0.0859	0.0161	0
971	-435.6	-435.6	-415.8	500	0.0910	0.0781	0.0129	0
972	-519.2	-519.2	-415.8	500	0.0491	0.0529	-0.0038	0
973	-464.1	-464.1	-415.9	500	0.0334	0.0262	0.0072	0
974	-464.3	-464.3	-416.0	500	0.0629	0.0557	0.0071	0
975	-421.1	-389.9	-416.0	500	0.0679	0.0459	0.0220	0
976	-442.0	-442.0	-416.0	500	0.0687	0.0571	0.0116	0
977	-467.9	-467.9	-416.0	500	0.0503	0.0438	0.0064	0
978	-463.8	-463.8	-416.1	500	0.0782	0.0710	0.0072	0
979	-449.0	-449.0	-416.1	500	0.0439	0.0338	0.0102	0
980	-376.4	-370.6	-416.1	500	0.0716	0.0457	0.0259	0
981	-361.5	-353.7	-416.1	500	0.1056	0.0763	0.0293	0
982	-423.1	-423.1	-416.0	500	0.0910	0.0757	0.0154	0
983	-485.6	-485.6	-416.0	500	0.0591	0.0562	0.0029	0
984	-458.7	-463.7	-416.1	500	0.0577	0.0504	0.0073	0
985	-513.5	-513.5	-416.2	500	0.0259	0.0286	-0.0027	0
986	-281.6	-272.9	-416.3	500	0.1058	0.0604	0.0454	0
987	-250.9	-240.7	-416.1	500	0.1143	0.0625	0.0519	0
988	-445.9	-408.4	-415.9	500	0.0307	0.0124	0.0183	0
989	-308.1	-311.3	-415.9	500	0.0483	0.0105	0.0377	0
990	-363.9	-367.7	-415.8	500	0.0569	0.0304	0.0265	0
991	-382.5	-384.0	-415.8	500	0.0625	0.0393	0.0232	0
992	-395.5	-400.9	-415.7	500	0.0614	0.0416	0.0198	0
993	-470.8	-470.8	-415.7	500	0.0750	0.0691	0.0058	0
994	-451.6	-451.6	-415.8	500	0.0850	0.0754	0.0097	0
995	-309.2	-254.4	-415.8	500	0.0770	0.0279	0.0491	0
996	-237.4	-237.2	-415.7	500	0.1005	0.0479	0.0526	0
997	-397.5	-397.5	-415.5	500	0.1159	0.0954	0.0205	0
998	-450.5	-445.6	-415.5	500	0.0365	0.0256	0.0109	0
999	-366.2	-346.3	-415.5	500	0.0735	0.0428	0.0307	0
1000	-457.6	-457.6	-415.4	500	0.0734	0.0650	0.0085	0
1001	-474.0	-443.7	-415.5	500	0.0525	0.0412	0.0113	0
1002	-423.3	-423.3	-415.5	500	0.0970	0.0817	0.0153	0
1003	-440.0	-440.0	-415.5	500	0.0838	0.0718	0.0120	0
1004	-367.5	-370.7	-415.5	500	0.0653	0.0394	0.0259	0
1005	-537.1	-537.1	-415.5	500	0.0405	0.0479	-0.0074	0
1006	-424.2	-424.2	-415.6	500	0.0995	0.0843	0.0152	0
1007	-429.8	-429.8	-415.6	500	0.0916	0.0776	0.0140	0
1008	-460.6	-460.6	-415.6	500	0.0525	0.0446	0.0079	0
1009	-404.1	-404.1	-415.7	500	0.1102	0.0911	0.0192	0
1010	-527.6	-527.6	-415.7	500	0.0490	0.0545	-0.0055	0
1011	-394.1	-388.5	-415.8	500	0.1033	0.0810	0.0223	0
1012	-269.3	-226.4	-415.7	500	0.0794	0.0247	0.0547	0
1013	-430.0	-431.5	-415.5	500	0.0876	0.0739	0.0137	0
1014	-448.8	-448.8	-415.6	500	0.0587	0.0485	0.0102	0
1015	-322.7	-320.2	-415.6	500	0.0700	0.0340	0.0360	0
1016	-494.0	-488.7	-415.5	500	0.0373	0.0351	0.0023	0
1017	-549.8	-549.8	-415.6	500	0.0351	0.0451	-0.0100	0
1018	-395.1	-377.7	-415.7	500	0.0378	0.0133	0.0245	0
1019	-520.1	-495.4	-415.7	500	0.0530	0.0521	0.0009	0
1020	-236.5	-226.2	-415.7	500	0.0996	0.0448	0.0548	0
1021	-432.9	-425.8	-415.6	500	0.1009	0.0861	0.0148	0
1022	-351.4	-351.8	-415.6	500	0.0785	0.0489	0.0296	0
1023	-372.4	-381.1	-415.5	500	0.0457	0.0219	0.0238	0
1024	-405.6	-407.1	-415.5	500	0.0871	0.0686	0.0186	0
1025	-451.5	-451.5	-415.5	500	0.0632	0.0535	0.0097	0
1026	-487.6	-487.6	-415.5	500	0.0408	0.0383	0.0025	0
1027	-354.9	-355.6	-415.6	500	0.1035	0.0746	0.0289	0
1028	-409.0	-409.0	-415.5	500	0.1022	0.0840	0.0182	0
1029	-505.5	-505.5	-415.5	500	0.0581	0.0592	-0.0011	0
1030	-409.1	-409.1	-415.6	500	0.1076	0.0894	0.0182	0
1031	-444.9	-444.9	-415.6	500	0.0805	0.0695	0.0110	0
1032	-397.7	-382.0	-415.6	500	0.0704	0.0468	0.0236	0
1033	-407.2	-407.9	-415.6	500	0.0746	0.0561	0.0184	0
1034	-381.0	-370.4	-415.6	500	0.1094	0.0835	0.0259	0
1035	-445.6	-445.6	-415.5	500	0.0659	0.0550	0.0109	0
1036	-447.6	-447.6	-415.6	500	0.0907	0.0802	0.0105	0
1037	-511.3	-511.3	-415.6	500	0.0499	0.0522	-0.0023	0
1038	-445.7	-445.7	-415.7	500	0.0356	0.0247	0.0109	0
1039	-440.4	-440.4	-415.7	500	0.0886	0.0766	0.0119	0
1040	-473.3	-473.3	-415.7	500	0.0600	0.0547	0.0053	0
1041	-572.9	-564.2	-415.8	500	0.0261	0.0389	-0.0128	0
1042	-502.6	-501.4	-415.9	500	0.0456	0.0459	-0.0003	0
1043	-456.7	-440.3	-416.0	500	0.0939	0.0820	0.0119	0
1044	-422.9	-419.9	-416.0	500	0.0992	0.0832	0.0160	0
1045	-297.2	-295.2	-416.0	500	0.1004	0.0594	0.0410	0
1046	-342.0	-334.9	-415.9	500	0.1082	0.0752	0.0330	0
1047	-401.9	-347.9	-415.9	500	0.0538	0.0234	0.0304	0
1048	-461.3	-461.3	-415.8	500	0.0507	0.0429	0.0077	0
1049	-438.0	-438.8	-415.8	500	0.0565	0.0442	0.0122	0
1050	-416.2	-416.2	-415.9	500	0.1100	0.0933	0.0168	0
1051	-502.1	-502.1	-415.9	500	0.0445	0.0449	-0.0004	0
1052	-497.4	-497.4	-415.9	500	0.0358	0.0353	0.0005	0
1053	-438.7	-438.7	-416.0	500	0.0945	0.0822	0.0123	0
1054	-559.8	-559.8	-416.0	500	0.0165	0.0285	-0.0120	0
1055	-280.8	-277.7	-416.2	500	0.1141	0.0696	0.0445	0
1056	-458.6	-443.9	-416.0	500	0.1039	0.0927	0.0112	0
1057	-444.4	-444.4	-416.1	500	0.0778	0.0667	0.0111	0
1058	-339.5	-326.1	-416.1	500	0.0956	0.0609	0.0348	0
1059	-442.0	-442.0	-416.0	500	0.0836	0.0720	0.0116	0
1060	-449.5	-449.5	-416.0	500	0.0618	0.0517	0.0101	0
1061	-431.1	-431.6	-416.1	500	0.0709	0.0572	0.0137	0
1062	-555.5	-555.5	-416.1	500	0.0358	0.0468	-0.0111	0
1063	-496.3	-496.3	-416.2	500	0.0560	0.0552	0.0007	0
1064	-615.0	-615.0	-416.3	500	0.0222	0.0452	-0.0230	0
1065	-161.9	-117.2	-416.5	500	0.0924	0.0158	0.0766	0
1066	-206.1	-212.7	-416.2	500	0.0800	0.0225	0.0575	0
1067	-552.6	-552.6	-416.0	500	0.0298	0.0404	-0.0105	0
1068	-584.5	-584.5	-416.1	500	0.0290	0.0459	-0.0169	0
1069	-459.8	-459.8	-416.3	500	0.0767	0.0687	0.0080	0
1070	-338.9	-326.4	-416.3	500	0.0764	0.0417	0.0347	0
1071	-497.5	-497.5	-416.2	500	0.0559	0.0554	0.0005	0
1072	-481.6	-477.2	-416.3	500	0.0684	0.0639	0.0046	0
1073	-468.6	-468.6	-416.4	500	0.0352	0.0290	0.0063	0
1074	-461.3	-461.3	-416.4	500	0.0698	0.0620	0.0077	0
1075	-182.2	-170.1	-416.5	500	0.0790	0.0130	0.0660	0
1076	-465.7	-460.3	-416.2	500	0.0536	0.0457	0.0079	0
1077	-396.1	-397.6	-416.3	500	0.0700	0.0495	0.0205	0
1078	-440.5	-440.5	-416.3	500	0.0939	0.0820	0.0119	0
1079	-293.0	-290.2	-416.3	500	0.0968	0.0548	0.0420	0
1080	-415.5	-415.5	-416.2	500	0.1069	0.0900	0.0169	0
1081	-524.5	-524.5	-416.2	500	0.0478	0.0527	-0.0049	0
1082	-539.3	-539.3	-416.3	500	0.0308	0.0387	-0.0079	0
1083	-108.7	-117.6	-416.4	500	0.0934	0.0169	0.0765	0
1084	-458.0	-458.0	-416.1	500	0.0891	0.0807	0.0084	0
1085	-340.9	-332.9	-416.1	500	0.0927	0.0592	0.0334	0
1086	-524.4	-513.5	-416.1	500	0.0440	0.0467	-0.0027	0
1087	-476.3	-476.3	-416.2	500	0.0351	0.0303	0.0047	0
1088	-435.9	-435.9	-416.2	500	0.0902	0.0774	0.0128	0
1089	-455.5	-455.5	-416.2	500	0.1081	0.0992	0.0089	0
1090	-231.1	-208.2	-416.3	500	0.0714	0.0130	0.0584	0
1091	-433.6	-433.6	-416.1	500	0.0915	0.0782	0.0133	0
1092	-178.7	-171.6	-416.1	500	0.0842	0.0185	0.0657	0
1093	-228.3	-212.7	-415.9	500	0.0874	0.0299	0.0575	0
1094	-425.7	-417.2	-415.7	500	0.1048	0.0883	0.0166	0
1095	-418.5	-419.3	-415.7	500	0.0703	0.0542	0.0161	0
1096	-225.5	-216.6	-415.7	500	0.0947	0.0380	0.0567	0
1097	-279.8	-281.1	-415.5	500	0.1011	0.0573	0.0438	0
1098	-550.1	-552.4	-415.4	500	0.0236	0.0341	-0.0105	0
1099	-468.9	-468.9	-415.5	500	0.0652	0.0590	0.0062	0
1100	-580.0	-580.0	-415.6	500	0.0195	0.0355	-0.0160	0
1101	-469.5	-469.5	-415.7	500	0.0559	0.0498	0.0061	0
1102	-481.6	-481.6	-415.8	500	0.0682	0.0645	0.0037	0
1103	-526.0	-526.0	-415.8	500	0.0440	0.0492	-0.0052	0
1104	-452.0	-452.0	-415.9	500	0.0475	0.0379	0.0096	0
1105	-456.3	-456.3	-415.9	500	0.0622	0.0535	0.0087	0
1106	-477.4	-478.3	-416.0	500	0.0646	0.0603	0.0043	0
1107	-428.2	-428.2	-416.0	500	0.0980	0.0837	0.0144	0
1108	-453.0	-455.3	-416.0	500	0.0564	0.0475	0.0089	0
1109	-346.4	-334.9	-416.1	500	0.1091	0.0761	0.0330	0
1110	-380.6	-375.2	-416.0	500	0.0679	0.0429	0.0250	0
1111	-475.0	-475.0	-416.0	500	0.0730	0.0680	0.0050	0
1112	-412.4	-398.0	-416.0	500	0.0454	0.0250	0.0204	0
1113	-273.4	-259.9	-416.0	500	0.1137	0.0657	0.0480	0
1114	-328.8	-272.6	-415.9	500	0.0707	0.0252	0.0455	0
1115	-440.1	-440.1	-415.7	500	0.0890	0.0770	0.0120	0
1116	-63.3	-64.9	-415.8	500	0.0998	0.0128	0.0870	0
1117	-96.1	-98.6	-415.4	500	0.1076	0.0273	0.0803	0
1118	-452.8	-452.8	-415.2	500	0.0836	0.0742	0.0094	0
1119	-445.5	-445.5	-415.2	500	0.0838	0.0729	0.0109	0
1120	-337.1	-336.9	-415.2	500	0.0535	0.0209	0.0326	0
1121	-319.1	-320.0	-415.2	500	0.0755	0.0395	0.0360	0
1122	-425.3	-425.3	-415.1	500	0.0900	0.0751	0.0149	0
1123	-647.5	-427.8	-415.1	500	0.0960	0.0816	0.0144	0
1124	-438.8	-438.8	-415.1	500	0.0925	0.0803	0.0122	0
1125	-453.0	-453.0	-415.1	500	0.0429	0.0335	0.0094	0
1126	-94.9	-84.2	-415.1	500	0.0950	0.0118	0.0832	0
1127	-450.5	-450.5	-414.9	500	0.0449	0.0350	0.0099	0
1128	-487.3	-487.3	-414.9	500	0.0703	0.0677	0.0025	0
1129	-593.8	-593.8	-414.9	500	0.0300	0.0487	-0.0188	0
1130	-342.1	-323.6	-415.1	500	0.1088	0.0736	0.0353	0
1131	-457.3	-457.3	-415.0	500	0.0672	0.0586	0.0085	0
1132	-643.9	-440.5	-415.1	500	0.0945	0.0826	0.0119	0
1133	-354.0	-352.5	-415.1	500	0.0909	0.0614	0.0295	0
1134	-421.0	-418.9	-415.0	500	0.1080	0.0918	0.0162	0
1135	-322.7	-322.7	-415.0	500	0.1157	0.0803	0.0355	0
